age,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,auto_make,auto_model,auto_year,fraud_reported
26,2005-09-21,IN,100/300,500,7.159315232674768,3000000,457942,FEMALE,High School,craft-repair,camping,unmarried,0,-41500,2015-02-03,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,VA,Riverwood,0,1,NO,1,3,?,52200,Honda,CRV,2011,N
57,1995-02-18,OH,100/300,500,7.104604135056629,0,436522,MALE,Masters,adm-clerical,skydiving,own-child,67400,-83200,2015-01-31,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Hillsdale,20,1,?,0,2,NO,78000,Suburu,Forrestor,2000,N
27,1999-04-07,IN,500/1000,2000,6.874467332115962,0,471704,FEMALE,High School,adm-clerical,base-jumping,own-child,56400,-32800,2015-02-06,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,1,3,YES,0,0,?,67200,Volkswagen,Passat,1995,N
43,2014-12-13,OH,100/300,500,7.0935458119148365,0,455810,FEMALE,MD,prof-specialty,golf,unmarried,56700,-65600,2015-02-06,Single Vehicle Collision,Rear Collision,Total Loss,Fire,WV,Hillsdale,11,1,NO,0,0,?,63250,Nissan,Ultima,1997,N
37,1997-06-01,IL,250/500,2000,7.10095083232797,0,446544,FEMALE,MD,craft-repair,paintball,not-in-family,65600,0,2015-01-29,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,Columbus,14,3,YES,1,1,YES,68760,Ford,Fusion,1995,N
28,2013-07-13,OH,250/500,1000,7.361966105827605,0,461919,MALE,College,other-service,movies,other-relative,30400,0,2015-01-07,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Springfield,20,3,YES,0,2,?,65040,Suburu,Impreza,2010,N
33,2002-12-30,IL,100/300,1000,7.384405520480824,0,470128,MALE,College,adm-clerical,yachting,wife,0,-13200,2015-01-20,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Springfield,22,1,?,1,3,?,82800,Jeep,Grand Cherokee,2004,Y
44,1997-02-28,OH,500/1000,500,7.001764613053414,0,462836,MALE,PhD,priv-house-serv,basketball,unmarried,0,0,2015-02-28,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,Columbus,12,1,NO,1,0,YES,61700,Saab,93,2005,N
61,1998-06-18,IN,250/500,2000,7.389965355501684,2000000,475407,FEMALE,Associate,transport-moving,polo,unmarried,0,-42600,2015-02-04,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,OH,Columbus,3,3,YES,2,1,YES,78100,Chevrolet,Tahoe,1997,Y
24,1996-02-08,IN,100/300,500,6.828354864993842,0,473611,FEMALE,College,priv-house-serv,paintball,other-relative,47400,0,2015-01-12,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Northbend,15,3,YES,2,1,?,65520,Toyota,Highlander,2011,Y
30,2004-11-17,IN,100/300,1000,7.202676088445115,0,608425,MALE,MD,prof-specialty,polo,own-child,0,0,2015-02-28,Parked Car,?,Trivial Damage,Unknown,VA,Arlington,8,1,YES,0,2,NO,4500,Saab,93,1999,N
41,2012-10-25,OH,100/300,500,7.086746295679636,0,476227,FEMALE,Associate,sales,reading,own-child,60700,-54300,2015-01-08,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,Northbend,13,3,NO,0,2,?,42700,Mercedes,ML350,2011,Y
46,2006-04-13,OH,500/1000,1000,6.90348617932993,0,452701,FEMALE,High School,adm-clerical,polo,own-child,0,-55300,2015-01-25,Parked Car,?,Minor Damage,Police,SC,Hillsdale,8,1,NO,2,2,YES,5580,Volkswagen,Passat,2005,Y
31,2006-02-21,IN,100/300,1000,6.957725698756777,0,456789,FEMALE,Masters,adm-clerical,chess,wife,30700,0,2015-02-26,Parked Car,?,Minor Damage,Unknown,NC,Arlington,7,1,?,0,0,NO,3600,BMW,X5,2013,Y
36,2003-12-17,IL,250/500,2000,7.181219251596305,7000000,600904,FEMALE,Masters,exec-managerial,dancing,own-child,68500,0,2015-02-03,Vehicle Theft,?,Trivial Damage,Unknown,SC,Northbrook,9,1,?,2,0,?,2800,Volkswagen,Passat,2015,N
47,1999-07-31,OH,500/1000,2000,7.006051904007247,0,450889,FEMALE,Associate,adm-clerical,hiking,own-child,73000,-37900,2015-01-31,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Northbend,15,1,NO,1,0,YES,54000,Toyota,Highlander,1996,N
19,2014-08-05,IN,250/500,1000,7.078999036235572,0,478837,FEMALE,JD,craft-repair,yachting,wife,0,-60700,2015-02-01,Single Vehicle Collision,Side Collision,Minor Damage,Police,NC,Northbend,5,1,?,0,2,?,48950,Accura,TL,2011,Y
47,2011-06-05,IL,500/1000,500,7.332336504282532,0,611322,MALE,PhD,exec-managerial,hiking,other-relative,69400,0,2015-02-21,Multi-vehicle Collision,Rear Collision,Major Damage,Other,WV,Northbend,15,4,YES,0,1,?,77800,Dodge,RAM,2002,N
57,1992-10-11,IN,100/300,1000,7.220659092303911,0,438180,MALE,High School,protective-serv,exercise,other-relative,0,-22400,2015-01-30,Multi-vehicle Collision,Front Collision,Major Damage,Other,NC,Columbus,22,3,YES,2,1,NO,52560,Saab,93,1995,N
41,2010-02-17,OH,500/1000,1000,7.247721404857605,0,449793,FEMALE,PhD,farming-fishing,dancing,own-child,0,0,2015-01-31,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,Riverwood,16,2,?,1,2,YES,44110,Honda,Accord,2015,N
30,2007-05-06,IL,500/1000,2000,6.833279546905332,0,450730,FEMALE,PhD,sales,video-games,husband,51500,0,2015-01-13,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Hillsdale,7,1,NO,1,3,?,74360,Suburu,Forrestor,2009,N
31,1997-05-01,OH,250/500,2000,7.349783726397348,6000000,608758,FEMALE,JD,armed-forces,base-jumping,wife,59000,0,2015-02-16,Parked Car,?,Minor Damage,Unknown,WV,Arlington,2,1,YES,1,2,?,6120,Honda,Civic,2002,Y
53,1998-01-28,IL,500/1000,2000,6.602682867326274,6000000,445339,MALE,College,transport-moving,chess,unmarried,45700,0,2015-02-04,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbend,17,4,?,0,0,YES,62280,Suburu,Forrestor,2012,N
44,1993-05-05,IL,250/500,1000,6.882601560098597,6000000,438328,FEMALE,Masters,sales,reading,other-relative,0,-56800,2015-02-07,Multi-vehicle Collision,Front Collision,Total Loss,Other,NY,Springfield,12,3,?,1,0,YES,26730,Volkswagen,Jetta,2006,N
29,1994-08-06,OH,500/1000,500,6.882232321751051,0,479913,FEMALE,Associate,craft-repair,exercise,own-child,0,-85900,2015-01-16,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,9,1,?,1,0,NO,66200,Dodge,Neon,2013,N
26,2014-11-14,OH,100/300,2000,7.139914070623263,6000000,460760,MALE,JD,other-service,polo,not-in-family,0,-79800,2015-02-28,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Northbrook,16,1,?,1,2,?,45500,Toyota,Corolla,2009,N
41,1991-12-14,IN,100/300,1000,7.289630999057199,0,444797,MALE,JD,transport-moving,sleeping,own-child,0,0,2015-02-08,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Springfield,19,3,?,2,0,?,53040,Audi,A3,2006,N
32,2009-10-21,OH,100/300,2000,6.42666643514623,0,436711,MALE,College,other-service,reading,other-relative,0,-54100,2015-01-02,Multi-vehicle Collision,Front Collision,Major Damage,Other,VA,Columbus,14,3,?,1,2,NO,50800,Mercedes,E400,2013,Y
41,1997-09-29,IN,250/500,2000,7.453248960582891,6000000,432491,FEMALE,Associate,craft-repair,sleeping,own-child,81800,0,2015-01-13,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbend,18,3,?,1,3,?,44200,Audi,A5,2014,N
34,2003-12-31,IL,500/1000,500,7.058164683243383,0,617527,FEMALE,PhD,exec-managerial,base-jumping,other-relative,64800,-24300,2015-01-07,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Springfield,23,1,YES,1,3,?,62920,Chevrolet,Malibu,2012,N
29,2008-01-01,OH,250/500,2000,6.996434431127979,0,601213,MALE,PhD,exec-managerial,golf,not-in-family,36100,-42300,2015-01-05,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Springfield,15,3,?,0,2,YES,49950,Nissan,Ultima,2004,Y
46,2004-05-31,IL,250/500,2000,7.098433488157138,0,604138,MALE,JD,armed-forces,chess,unmarried,0,0,2015-02-28,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,18,1,YES,0,1,YES,56430,BMW,3 Series,1995,Y
41,2013-12-18,IL,250/500,2000,7.12451046809398,0,431361,FEMALE,Masters,protective-serv,board-games,own-child,0,0,2015-01-04,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Riverwood,16,1,NO,2,2,YES,100210,Audi,A5,2014,N
30,2000-08-24,OH,500/1000,500,7.472051525035985,0,477695,MALE,High School,prof-specialty,base-jumping,wife,46400,0,2015-02-02,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Northbend,12,3,NO,1,0,YES,49140,Ford,F150,2007,N
38,1992-10-14,OH,250/500,1000,6.688653548494259,0,612597,FEMALE,College,other-service,paintball,not-in-family,0,-62500,2015-02-23,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Northbrook,16,1,NO,0,1,?,66840,Mercedes,E400,2014,N
21,1991-11-16,IN,500/1000,1000,7.203197166045358,0,445638,MALE,Associate,machine-op-inspct,camping,wife,0,-45300,2015-02-10,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,Hillsdale,21,1,?,1,2,?,62460,Honda,Accord,2003,N
36,1995-10-08,OH,100/300,2000,7.0987144241716775,5000000,476185,MALE,JD,machine-op-inspct,base-jumping,wife,0,0,2015-02-16,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,15,3,YES,0,1,?,62810,Nissan,Ultima,1999,N
33,2007-10-28,OH,500/1000,1000,7.041157913317667,2000000,435995,FEMALE,JD,priv-house-serv,sleeping,own-child,36700,-73400,2015-01-04,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Northbrook,21,1,YES,1,2,?,54160,Suburu,Legacy,2009,N
35,2008-05-16,IL,100/300,500,6.99487748316354,0,430232,FEMALE,JD,exec-managerial,golf,unmarried,0,-51000,2015-01-30,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,1,1,YES,0,2,NO,48400,Saab,92x,2005,N
48,2009-06-22,IN,250/500,1000,7.290108690859538,3000000,443861,MALE,PhD,exec-managerial,golf,other-relative,54900,-36700,2015-01-25,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Arlington,17,3,?,0,0,NO,51480,Toyota,Highlander,2013,N
36,2012-05-10,OH,100/300,1000,7.020708893959057,0,460801,FEMALE,High School,prof-specialty,board-games,husband,0,-36600,2015-01-22,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,NY,Columbus,5,3,NO,2,1,NO,51700,Saab,95,2003,N
58,2003-10-02,OH,250/500,2000,7.019332431250334,0,605121,MALE,MD,exec-managerial,video-games,own-child,0,-42700,2015-01-01,Multi-vehicle Collision,Front Collision,Total Loss,Other,WV,Northbend,15,3,?,1,2,?,65520,Volkswagen,Jetta,2009,N
31,1990-08-02,IN,500/1000,500,7.137937997127432,7000000,458622,MALE,High School,farming-fishing,reading,own-child,40700,-41600,2015-02-14,Multi-vehicle Collision,Rear Collision,Major Damage,Other,OH,Arlington,2,4,NO,2,2,NO,47700,Accura,TL,2011,Y
31,1997-09-16,OH,250/500,2000,6.988154846050708,0,478661,FEMALE,PhD,machine-op-inspct,video-games,not-in-family,61400,-57500,2015-01-15,Vehicle Theft,?,Minor Damage,Unknown,SC,Northbend,3,1,YES,2,0,NO,5220,Accura,MDX,2015,N
57,1995-07-29,IN,100/300,1000,7.084058763450528,6000000,435299,MALE,High School,protective-serv,exercise,unmarried,55600,0,2015-01-06,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Riverwood,19,1,NO,1,0,?,73320,Ford,Fusion,2012,N
46,2005-09-06,IN,100/300,1000,7.125299181485852,0,601961,MALE,Masters,adm-clerical,dancing,wife,0,-28800,2015-02-08,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Hillsdale,17,1,YES,0,2,YES,74900,Jeep,Grand Cherokee,2003,N
27,1992-08-05,OH,250/500,500,6.981665374416695,0,604328,FEMALE,High School,prof-specialty,dancing,unmarried,0,-47400,2015-02-17,Vehicle Theft,?,Trivial Damage,Police,WV,Columbus,7,1,?,0,1,YES,3190,Saab,95,2015,N
33,1993-01-22,IN,100/300,1000,6.878202876720112,6000000,614385,MALE,MD,armed-forces,exercise,own-child,0,0,2015-01-21,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Columbus,21,1,NO,1,0,YES,76920,Chevrolet,Malibu,2002,N
53,1995-05-20,OH,250/500,2000,7.286828498214089,0,438584,FEMALE,Masters,priv-house-serv,video-games,not-in-family,0,0,2015-02-09,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Springfield,10,2,YES,1,3,NO,77990,Jeep,Wrangler,2012,N
46,1992-09-24,IL,500/1000,1000,7.128183146161924,0,478703,MALE,MD,transport-moving,base-jumping,own-child,0,0,2015-02-12,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,11,1,YES,1,0,?,59670,Ford,Escape,2008,N
33,2007-07-20,IN,100/300,2000,7.28876374665631,0,615683,FEMALE,College,craft-repair,skydiving,husband,69200,-36900,2015-02-24,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,Columbus,23,3,YES,2,0,NO,44880,Mercedes,C300,2004,Y
51,1992-04-28,IN,100/300,2000,7.243841726910746,0,455672,MALE,Associate,sales,skydiving,other-relative,0,0,2015-02-02,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,Northbend,14,1,?,0,2,NO,82830,Audi,A5,2004,N
60,1998-01-19,OH,500/1000,1000,7.1472759895269,0,602942,FEMALE,College,armed-forces,cross-fit,unmarried,48800,0,2015-02-14,Single Vehicle Collision,Front Collision,Minor Damage,Other,SC,Riverwood,10,1,NO,1,3,NO,84480,Chevrolet,Silverado,2012,Y
30,2009-09-08,IN,100/300,500,7.283894557708472,4000000,616706,FEMALE,College,transport-moving,skydiving,wife,0,-66300,2015-02-15,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Hillsdale,6,3,?,2,3,NO,79800,Honda,Civic,1999,N
41,1994-12-18,OH,500/1000,2000,7.03993200445931,0,473243,MALE,MD,adm-clerical,exercise,husband,29300,-64700,2015-02-28,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,WV,Arlington,10,3,?,0,3,YES,53020,Toyota,Corolla,1999,N
45,1996-08-23,IN,500/1000,500,7.194031363495941,0,435552,FEMALE,High School,machine-op-inspct,sleeping,wife,54800,-64100,2015-01-18,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,Hillsdale,5,3,?,0,0,NO,24200,Suburu,Forrestor,2008,N
40,1991-11-20,OH,250/500,2000,7.083052220839127,0,434206,MALE,Masters,exec-managerial,camping,unmarried,0,-45300,2015-01-06,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,OH,Riverwood,17,1,?,1,3,YES,43230,Chevrolet,Silverado,2001,N
45,1998-10-28,OH,250/500,500,6.880897824812254,0,469895,FEMALE,College,exec-managerial,cross-fit,unmarried,0,0,2015-01-19,Vehicle Theft,?,Trivial Damage,Unknown,NC,Springfield,3,1,NO,2,3,NO,3190,Ford,Escape,1995,N
43,1997-07-14,IN,100/300,2000,7.058680763453701,0,457722,FEMALE,Associate,adm-clerical,polo,not-in-family,0,-50400,2015-01-17,Parked Car,?,Minor Damage,Unknown,WV,Northbrook,9,1,?,0,3,NO,5850,BMW,M5,2006,N
29,2003-04-09,OH,250/500,1000,7.019448699400594,0,473645,FEMALE,High School,machine-op-inspct,video-games,not-in-family,0,-29900,2015-02-12,Parked Car,?,Trivial Damage,Police,SC,Arlington,6,1,YES,2,0,YES,6820,BMW,3 Series,2005,N
44,1992-02-04,OH,250/500,2000,7.005344677574651,0,619108,FEMALE,College,farming-fishing,camping,not-in-family,64000,0,2015-02-11,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Riverwood,22,3,NO,2,2,NO,69480,Chevrolet,Tahoe,2008,N
29,2006-06-29,IL,100/300,1000,7.329205278581944,0,610479,MALE,Masters,prof-specialty,movies,own-child,0,0,2015-02-21,Multi-vehicle Collision,Front Collision,Major Damage,Fire,PA,Northbend,10,3,?,1,2,YES,94560,Jeep,Grand Cherokee,1995,N
39,1997-06-21,OH,500/1000,1000,6.893098389638504,0,474998,MALE,Associate,armed-forces,paintball,unmarried,0,0,2015-01-02,Vehicle Theft,?,Minor Damage,Unknown,NC,Riverwood,4,1,YES,1,2,?,7800,Dodge,RAM,1997,N
32,2006-09-07,OH,500/1000,2000,7.1372784372603855,4000000,616341,FEMALE,High School,machine-op-inspct,basketball,unmarried,63900,-43700,2015-01-11,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,Northbrook,23,1,NO,1,3,NO,61270,Suburu,Legacy,1999,N
49,2001-10-01,OH,500/1000,500,7.269275465750717,0,460535,FEMALE,Masters,transport-moving,bungie-jumping,wife,0,0,2015-02-23,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Riverwood,19,1,?,0,2,YES,71440,Mercedes,ML350,2005,N
37,2009-02-20,OH,250/500,2000,7.395721608602045,0,606487,FEMALE,JD,priv-house-serv,exercise,unmarried,0,0,2015-01-28,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Hillsdale,22,1,YES,1,2,YES,55600,Jeep,Grand Cherokee,2009,N
44,2001-06-26,IN,500/1000,500,7.253689749987649,0,620737,MALE,High School,priv-house-serv,board-games,unmarried,0,0,2015-02-01,Vehicle Theft,?,Trivial Damage,Police,NC,Riverwood,6,1,NO,1,3,NO,5000,Jeep,Wrangler,2005,N
33,1997-01-18,IL,250/500,500,7.218081525943431,5000000,445904,FEMALE,JD,exec-managerial,paintball,own-child,56900,-56900,2015-02-24,Single Vehicle Collision,Side Collision,Minor Damage,Other,NY,Springfield,6,1,NO,2,0,?,95810,BMW,X5,2007,N
41,2014-06-24,IN,100/300,1000,7.034986869458132,0,464145,FEMALE,College,tech-support,chess,husband,0,0,2015-01-20,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Northbend,18,1,NO,2,2,?,69300,Volkswagen,Jetta,1996,N
37,1992-10-02,IN,250/500,1000,7.176086322152004,0,466818,MALE,MD,prof-specialty,video-games,other-relative,0,0,2015-01-14,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Northbend,22,1,?,1,0,NO,81120,Toyota,Camry,1995,N
21,2012-10-09,IN,500/1000,500,6.930397009462962,0,464237,MALE,High School,handlers-cleaners,hiking,husband,0,0,2015-02-05,Single Vehicle Collision,Front Collision,Major Damage,Other,WV,Columbus,21,1,?,0,0,?,91260,Toyota,Corolla,2012,N
48,1993-02-10,IN,100/300,1000,7.339277921409591,0,618455,FEMALE,MD,other-service,kayaking,wife,0,-54700,2015-01-11,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,Northbend,12,1,?,0,0,?,60600,Ford,Fusion,2004,N
31,1994-09-28,IN,500/1000,1000,7.21192566893872,0,456602,MALE,Masters,machine-op-inspct,base-jumping,husband,52800,0,2015-01-02,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Arlington,6,3,?,0,3,YES,64800,Suburu,Forrestor,2000,Y
34,2003-05-24,OH,500/1000,500,7.1576809656298375,0,616126,FEMALE,College,exec-managerial,basketball,other-relative,0,0,2015-02-12,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,Northbrook,0,4,?,0,0,?,66880,Chevrolet,Silverado,1996,Y
35,1991-12-25,IL,500/1000,1000,7.20583560175816,0,468508,MALE,Masters,farming-fishing,cross-fit,not-in-family,44900,-91400,2015-01-03,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Arlington,11,1,NO,0,2,?,58200,BMW,X5,2013,N
31,1999-09-18,IN,100/300,1000,7.1999770314759495,4000000,431937,FEMALE,High School,priv-house-serv,polo,own-child,63600,0,2015-02-25,Single Vehicle Collision,Side Collision,Minor Damage,Police,NC,Hillsdale,19,1,?,1,0,NO,60570,Nissan,Maxima,2011,N
36,1994-02-03,IL,100/300,1000,6.856925035264812,0,448603,FEMALE,Masters,exec-managerial,camping,other-relative,0,-38400,2015-01-19,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,Springfield,22,3,?,0,0,NO,69680,Mercedes,ML350,2008,Y
58,2003-01-18,IN,500/1000,2000,6.885918584372963,0,444500,MALE,Masters,transport-moving,bungie-jumping,own-child,82200,0,2015-01-03,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,2,1,YES,2,3,NO,55700,Nissan,Maxima,2014,N
47,2005-03-07,IN,250/500,2000,7.075352293155476,10000000,601117,FEMALE,JD,transport-moving,sleeping,other-relative,0,-67400,2015-02-12,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,OH,Arlington,16,4,YES,1,2,YES,62370,Dodge,Neon,2001,N
45,2003-08-23,OH,500/1000,500,7.0804725283832335,0,615383,FEMALE,PhD,priv-house-serv,yachting,not-in-family,83200,-53300,2015-02-24,Multi-vehicle Collision,Side Collision,Total Loss,Other,VA,Columbus,23,3,?,0,0,YES,54340,Saab,92x,2005,N
48,2002-07-11,OH,100/300,1000,6.740708467019798,0,434342,FEMALE,Masters,priv-house-serv,base-jumping,other-relative,0,0,2015-02-25,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbend,21,1,YES,1,0,NO,55170,Audi,A5,2005,Y
34,2014-03-19,IL,100/300,500,7.274666651458054,0,435100,MALE,College,priv-house-serv,exercise,wife,67900,0,2015-02-17,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Columbus,10,1,?,2,3,YES,58500,Dodge,RAM,1999,N
32,1993-12-06,OH,100/300,2000,7.152605526056037,0,431278,MALE,Associate,priv-house-serv,skydiving,own-child,0,0,2015-02-09,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NC,Riverwood,12,1,?,0,3,?,59940,Honda,CRV,1995,N
28,1999-08-29,OH,250/500,500,6.981386709036278,0,445648,MALE,MD,machine-op-inspct,reading,wife,55200,0,2015-02-15,Single Vehicle Collision,Side Collision,Total Loss,Police,PA,Northbend,6,1,NO,1,0,NO,73400,Dodge,Neon,1996,N
23,2007-03-09,IL,100/300,500,7.014562747298875,0,448857,MALE,JD,exec-managerial,bungie-jumping,other-relative,54600,0,2015-02-25,Single Vehicle Collision,Side Collision,Major Damage,Fire,PA,Riverwood,6,1,?,1,2,?,41850,Suburu,Legacy,1997,N
44,2004-01-03,OH,500/1000,2000,6.704365334154764,6000000,435267,FEMALE,PhD,priv-house-serv,chess,not-in-family,68500,0,2015-02-05,Parked Car,?,Trivial Damage,Police,NC,Hillsdale,7,1,?,2,2,NO,6400,Mercedes,ML350,2005,Y
40,1991-04-25,IL,500/1000,1000,7.363190806864941,0,461275,FEMALE,PhD,other-service,sleeping,own-child,0,0,2015-01-12,Vehicle Theft,?,Trivial Damage,Police,WV,Northbrook,3,1,NO,1,1,NO,3190,Audi,A5,2004,N
29,1995-03-14,IN,250/500,1000,7.017748049163457,0,613816,MALE,JD,handlers-cleaners,polo,unmarried,0,-66000,2015-01-01,Parked Car,?,Trivial Damage,Unknown,VA,Hillsdale,10,1,YES,2,1,YES,5900,Nissan,Pathfinder,2010,N
31,2005-12-09,IN,500/1000,2000,7.070469189469884,0,608767,MALE,Masters,protective-serv,yachting,not-in-family,0,0,2015-02-19,Single Vehicle Collision,Rear Collision,Total Loss,Fire,NY,Columbus,14,1,NO,0,2,NO,57330,Dodge,Neon,2006,N
50,2001-12-25,OH,100/300,500,6.677272360281164,0,620869,MALE,MD,tech-support,board-games,own-child,54600,-45500,2015-01-14,Multi-vehicle Collision,Front Collision,Total Loss,Other,WV,Hillsdale,17,3,NO,0,3,NO,81960,Dodge,Neon,2008,N
33,1999-11-14,IN,250/500,500,6.849606963586566,0,478981,FEMALE,PhD,transport-moving,exercise,wife,0,0,2015-01-30,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Hillsdale,16,1,YES,0,0,?,70400,Suburu,Legacy,2001,Y
